cu_number,cycle_date,join_number,rssd,cu_type,cu_name,city,state,cdfi
9358,12/31/17 00:00,4443,10081,1,NEW YORK TIMES EMPLOYEES,NEW YORK,NY,
62796,12/31/17 00:00,17053,1002391,2,NEWARK BOARD OF EDUCATION EMPLOYEES,NEWARK,NJ,
4175,12/31/17 00:00,1862,280875,1,NEWARK FIREMEN,Newark,NJ,
4611,12/31/17 00:00,2024,659471,1,NEWARK POLICE,Newark,NJ,
66159,12/31/17 00:00,20382,890993,2,NEWARK POST OFFICE EMPLOYEES,NEWARK,NJ,
61877,12/31/17 00:00,16182,813992,2,NEWAYGO COUNTY SERVICE EMPLOYEES,FREMONT,MI,
19045,12/31/17 00:00,10017,991685,1,NEWELL,Newell,PA,
63856,12/31/17 00:00,18084,909792,2,NEWSPAPER EMPLOYEES,ALBANY,NY,
10613,12/31/17 00:00,5178,197580,1,NIAGARA FALLS A F,NIAGARA FALLS,NY,
18391,12/31/17 00:00,9676,486088,1,NIAGARA FALLS MEM. MED. CENTER,NIAGARA FALLS,NY,
98,12/31/17 00:00,54,5171,1,NIAGARA FALLS TEACHERS,NIAGARA FALLS,NY,
63793,12/31/17 00:00,18021,901394,2,NIAGARA FRONTIER FEDERAL MUNICIPAL,NIAGARA FALLS,NY,
1842,12/31/17 00:00,882,153474,1,NIAGARA MOHAWK PWR COR TROY E,TROY,NY,
3285,12/31/17 00:00,1494,632670,1,NIAGARA REGIONAL,NORTH TONAWANDA,NY,
14040,12/31/17 00:00,7181,195380,1,NIAGARA-WHEATFIELD,SANBORN,NY,
8693,12/31/17 00:00,4089,265788,1,NIAGARA'S CHOICE,NIAGARA FALLS,NY,
9000,12/31/17 00:00,4236,275581,1,NICKEL STEEL,lima,OH,
65059,12/31/17 00:00,19287,281797,2,NIKKEI,GARDENA,CA,
60046,12/31/17 00:00,14528,424790,2,NISHNA VALLEY,ATLANTIC,IA,
24384,12/31/17 00:00,23829,1888269,1,NIZARI PROGRESSIVE,Sugar Land,TX,
19454,12/31/17 00:00,10272,879886,1,NJ GATEWAY,Dayton,NJ,
13491,12/31/17 00:00,6818,842581,1,NMA,Virginia Beach,VA,
24552,12/31/17 00:00,14909,575290,1,NOBLE,FRESNO,CA,
4461,12/31/17 00:00,1967,707279,1,NODA,SLIDELL,LA,
24657,12/31/17 00:00,26365,3095593,1,NONE SUFFER LACK,SUITLAND,MD,
1788,12/31/17 00:00,861,266075,1,NORDSTROM,SEATTLE,WA,
8828,12/31/17 00:00,4148,269982,1,NORFOLK COMMUNITY,Norfolk,MA,
3746,12/31/17 00:00,1687,465177,1,NORFOLK FIRE DEPARTMENT,Norfolk,VA,
11951,12/31/17 00:00,5928,253785,1,NORFOLK MUNICIPAL,Norfolk,VA,
14972,12/31/17 00:00,7740,995580,1,NORMAL CITY EMPLOYEES,Normal,IL,
68297,12/31/17 00:00,1702,324078,2,NORRISTOWN BELL,Blue Bell,PA,
4951,12/31/17 00:00,2137,154677,1,NORSTAR,BRITTON,SD,
13274,12/31/17 00:00,6702,957289,1,NORTH ADAMS M E,North Adams,MA,
60500,12/31/17 00:00,14936,486592,2,NORTH ALABAMA EDUCATORS,HUNTSVILLE,AL,
22070,12/31/17 00:00,12224,961389,1,NORTH ALABAMA PAPERMAKERS,STEVENSON,AL,
63373,12/31/17 00:00,17611,506191,2,NORTH BAY,SANTA ROSA,CA,
24140,12/31/17 00:00,14268,342193,1,NORTH CAROLINA PRESS ASSOCIATION,RALEIGH,NC,
61953,12/31/17 00:00,16255,172792,2,NORTH CENTRAL AREA,HOUGHTON LAKE,MI,
24312,12/31/17 00:00,14438,177797,1,NORTH COUNTRY,BURLINGTON,VT,
68463,12/31/17 00:00,4068,136981,2,NORTH COUNTY,San Diego,CA,
61636,12/31/17 00:00,15958,919698,2,NORTH DISTRICTS,GIBSONIA,PA,
18084,12/31/17 00:00,9528,743585,1,NORTH EAST KY CAP,Olive Hill,KY,
68432,12/31/17 00:00,2614,497477,2,NORTH EAST TEXAS,LONE STAR,TX,
8687,12/31/17 00:00,4086,290182,1,NORTH EAST WELCH,NORTH EAST,PA,
21026,12/31/17 00:00,11322,762689,1,NORTH FRANKLIN,MALONE,NY,
67395,12/31/17 00:00,21825,347778,2,NORTH GEORGIA,Toccoa,GA,
64191,12/31/17 00:00,18419,385097,2,NORTH IOWA COMMUNITY,MASON CITY,IA,
24434,12/31/17 00:00,17976,810197,1,NORTH LITTLE ROCK EDUCATORS,NORTH LITTLE RO,AR,
67391,12/31/17 00:00,21738,1226030,2,NORTH MAIN,CORNELIA,GA,
16248,12/31/17 00:00,8490,896285,1,NORTH MEMORIAL,ROBBINSDALE,MN,
15968,12/31/17 00:00,8318,494980,1,NORTH OLMSTED SCHOOLS,NORTH OLMSTED,OH,
10720,12/31/17 00:00,5230,203584,1,NORTH PENN,Colmar,PA,
65528,12/31/17 00:00,19756,757797,2,NORTH PLATTE UNION PACIFIC EMPLOYEE,North Platte,NE,
13224,12/31/17 00:00,6671,705686,1,NORTH SANPETE,Fairview,UT,
18473,12/31/17 00:00,9730,421285,1,NORTH SHORE,SILVER BAY,MN,
60689,12/31/17 00:00,15104,432094,2,NORTH STAR,COOK,MN,
62638,12/31/17 00:00,16896,794390,2,NORTH STAR,CHEROKEE,IA,
62563,12/31/17 00:00,16822,473798,2,NORTH STAR COMMUNITY,MADDOCK,ND,
64282,12/31/17 00:00,18510,397399,2,NORTH WESTERN EMPLOYEES,COUNCIL BLUFFS,IA,
65504,12/31/17 00:00,19732,470993,2,NORTHAMPTON AREA SCHOOL DIST. EMPS,Northampton,PA,
515,12/31/17 00:00,273,600370,1,NORTHAMPTON V.A.F.,Leeds,MA,
68219,12/31/17 00:00,742,240879,2,NORTHEAST,PORTSMOUTH,NH,
11056,12/31/17 00:00,5410,633387,1,NORTHEAST ALABAMA POSTAL,anniston,AL,
12808,12/31/17 00:00,6423,578282,1,NORTHEAST ARKANSAS,BLYTHEVILLE,AR,
2709,12/31/17 00:00,1260,819770,1,NORTHEAST FAMILY,MANCHESTER,CT,
16449,12/31/17 00:00,8615,799788,1,NORTHEAST MISSISSIPPI,Amory,MS,
14965,12/31/17 00:00,7735,748683,1,NORTHEAST NEBRASKA,Norfolk,NE,
19171,12/31/17 00:00,10091,1007387,1,NORTHEAST PANHANDLE TEACHERS,Perryton,TX,
64462,12/31/17 00:00,18690,225193,2,NORTHEAST SCHOOLS AND HOSPITAL,Newport,VT,
14170,12/31/17 00:00,7257,524887,1,NORTHEAST TEXAS TEACHERS,Paris,TX,
66057,12/31/17 00:00,20280,732093,2,NORTHEASTERN CT. HEALTH CARE,Putnam,CT,
21630,12/31/17 00:00,11826,6682,1,NORTHEASTERN OPERATING ENGINEERS,WHITESTONE,NY,
19481,12/31/17 00:00,10287,821586,1,NORTHEASTERN UNIVERSITY,BOSTON,MA,
10578,12/31/17 00:00,5163,194981,1,NORTHERN,WATERTOWN,NY,
63097,12/31/17 00:00,17339,533094,2,NORTHERN CALIFORNIA LATVIAN,SAN FRANCISCO,CA,
19774,12/31/17 00:00,10469,864985,1,NORTHERN CHAUTAUQUA,SILVER CREEK,NY,
65775,12/31/17 00:00,19998,238193,2,NORTHERN COLORADO,GREELEY,CO,
64655,12/31/17 00:00,18883,829993,2,NORTHERN COMMUNITIES,DULUTH,MN,
24701,12/31/17 00:00,18882,644990,1,NORTHERN ENERGY,MANKATO,MN,
6986,12/31/17 00:00,3169,341383,1,NORTHERN HILLS,STURGIS,SD,
19708,12/31/17 00:00,10428,309486,1,NORTHERN ILLINOIS,DEKALB,IL,
168,12/31/17 00:00,88,13279,1,NORTHERN INDIANA,MERRILLVILLE,IN,
21339,12/31/17 00:00,11569,501383,1,NORTHERN KENTUCKY EDUCATORS',Highland Height,KY,
24878,12/31/17 00:00,17614,148797,1,NORTHERN LIGHTS,SAINT JOHNSBURY,VT,
5272,12/31/17 00:00,2260,539274,1,NORTHERN LIGHTS COMMUNITY,CHATHAM,MI,
19285,12/31/17 00:00,10160,174385,1,NORTHERN MONTANA HOSPITAL,Havre,MT,
1856,12/31/17 00:00,888,276270,1,NORTHERN PACIFIC DULUTH,Duluth,MN,
66632,12/31/17 00:00,20854,685096,2,NORTHERN PAPER MILLS,GREEN BAY,WI,
10362,12/31/17 00:00,5039,736886,1,NORTHERN REDWOOD,ARCATA,CA,
18204,12/31/17 00:00,9587,721789,1,NORTHERN SKIES,Anchorage,AK,
66956,12/31/17 00:00,21177,260091,2,"NORTHERN STAR CREDIT UNION, INC.",Portsmouth,VA,
62733,12/31/17 00:00,16990,749194,2,NORTHERN STATES POWER - ST. PAUL,SAINT PAUL,MN,
147,12/31/17 00:00,75,894870,1,NORTHERN STS PWR COMPANY EMP,Grand Forks,ND,
3726,12/31/17 00:00,1678,699794,1,NORTHERN UNITED,ESCANABA,MI,
1344,12/31/17 00:00,666,484374,1,NORTHERN VALLEY,GRAND FORKS,ND,
11979,12/31/17 00:00,5943,273082,1,NORTHLAND AREA,OSCODA,MI,
63011,12/31/17 00:00,17256,100692,2,NORTHLAND TEACHERS COMMUNITY,Gladstone,MO,
60251,12/31/17 00:00,14716,509996,2,NORTHPARK COMMUNITY,Indianapolis,IN,
61257,12/31/17 00:00,15615,159896,2,NORTHRIDGE COMMUNITY,HOYT LAKES,MN,
24292,12/31/17 00:00,14419,619194,1,NORTHROP GRUMMAN,Gardena,CA,
20410,12/31/17 00:00,10884,895680,1,NORTHSIDE,ATLANTA,GA,
2467,12/31/17 00:00,1148,749475,1,NORTHSIDE L,BROADVIEW,IL,
68214,12/31/17 00:00,11015,589185,2,NORTHSTAR,Warrenville,IL,
5500,12/31/17 00:00,2379,988975,1,NORTHWEST,Herndon,VA,
14786,12/31/17 00:00,7635,650683,1,NORTHWEST ADVENTIST,PORTLAND,OR,
195,12/31/17 00:00,104,909774,1,NORTHWEST ARKANSAS,FAYETTEVILLE,AR,
97073,12/31/17 00:00,4547,946283,3,NORTHWEST CHRISTIAN,NAMPA,ID,
60276,12/31/17 00:00,14738,389796,2,NORTHWEST COMMUNITY,MORTON GROVE,IL,
61716,12/31/17 00:00,16033,928298,2,NORTHWEST COMMUNITY,Eugene,OR,
8077,12/31/17 00:00,3776,490889,1,NORTHWEST CONSUMERS,TRAVERSE CITY,MI,
65803,12/31/17 00:00,20026,926799,2,NORTHWEST HILLS,Torrington,CT,
21998,12/31/17 00:00,12156,797588,1,NORTHWEST LOUISIANA,SHREVEPORT,LA,
62611,12/31/17 00:00,16870,788399,2,NORTHWEST MISSOURI REGIONAL,Maryville,MO,
17752,12/31/17 00:00,9364,219183,1,NORTHWEST MUNICIPAL,Des Plaines,IL,
67262,12/31/17 00:00,22275,82891,2,NORTHWEST PLUS,Everett,WA,
6949,12/31/17 00:00,3153,399683,1,NORTHWESTERN,BRYAN,OH,
21609,12/31/17 00:00,11808,65184,1,NORTHWESTERN ENERGY EMPLOYEES,BUTTE,MT,
66555,12/31/17 00:00,20777,21993,2,NORTHWESTERN MUTUAL,Milwaukee,WI,
5062,12/31/17 00:00,2179,44675,1,NORTHWOOD,Philadelphia,PA,
62847,12/31/17 00:00,17100,762791,2,NORTHWOODS,Cloquet,MN,
61651,12/31/17 00:00,15973,921897,2,NORTON-TROY EMPLOYEES,WATERVLIET,NY,
65954,12/31/17 00:00,20177,395591,2,NORWALK HOSPITAL,NORWALK,CT,
12375,12/31/17 00:00,6178,424389,1,NORWALK POSTAL EMPLOYEES,NORWALK,CT,
67988,12/31/17 00:00,22436,224897,2,NORWESCO,Saint Francis,KS,
18620,12/31/17 00:00,9814,965284,1,NORWICH TELOPS,NORWICH,NY,
7842,12/31/17 00:00,3651,537784,1,NORWIN TEACHERS,North Huntingdo,PA,
17112,12/31/17 00:00,8978,415686,1,NORWOOD TOWN EMPLOYEES,NORWOOD,MA,
13559,12/31/17 00:00,6868,794783,1,NOTEWORTHY,CLEVELAND,OH,
24034,12/31/17 00:00,14162,294395,1,NOTRE DAME,Notre Dame,IN,
12751,12/31/17 00:00,6394,452887,1,NOTRE DAME 2901,Baltimore,MD,
2792,12/31/17 00:00,1295,905178,1,NOTRE DAME COMMUNITY,FALL RIVER,MA,
13439,12/31/17 00:00,6786,832386,1,NOVA UA,CLIFTON,NJ,
22697,12/31/17 00:00,12827,447883,1,NOVAMONT EMP.,Kenova,WV,
5419,12/31/17 00:00,2331,548977,1,NOVARTIS,East Hanover,NJ,
65063,12/31/17 00:00,19291,580696,2,NOVATION,Oakdale,MN,
15784,12/31/17 00:00,8211,359089,1,NOVO,Norco,CA,
14754,12/31/17 00:00,7616,734284,1,NSWC,DAHLGREN,VA,
64258,12/31/17 00:00,18486,578198,2,NU COMMUNITY,Milton,PA,
61028,12/31/17 00:00,15405,145497,2,NUCOR EMPLOYEE'S,FLORENCE,SC,
15752,12/31/17 00:00,8193,540681,1,NUCOR EMPLOYEES,FORT PAYNE,AL,
61447,12/31/17 00:00,15786,52193,2,NUMARK,JOLIET,IL,
66841,12/31/17 00:00,21063,681191,2,NUMERICA,SPOKANE VALLEY,WA,
566,12/31/17 00:00,290,973775,1,NUVISION,HUNTINGTON BEAC,CA,
16476,12/31/17 00:00,8627,945286,1,NUVISTA,MONTROSE,CO,
3853,12/31/17 00:00,1735,391379,1,NW PREFERRED,Tigard,OR,
63315,12/31/17 00:00,17554,135993,2,NW PRIORITY,PORTLAND,OR,
18238,12/31/17 00:00,9605,391780,1,NYM,BROOKLYN,NY,
16408,12/31/17 00:00,8590,940580,1,NYMEO,FREDERICK,MD,
23700,12/31/17 00:00,13829,825593,1,O AND R UTILITIES EMPLOYEES,Monroe,NY,
60059,12/31/17 00:00,14538,201094,2,O BEE,TUMWATER,WA,
6239,12/31/17 00:00,2782,903688,1,O. F. TOALSTON,Logan,WV,
15000,12/31/17 00:00,7750,867285,1,O.A.S. STAFF,Washington,DC,
67946,12/31/17 00:00,23990,704296,2,O.M.C. EMPLOYEES',CHARLESTON,TN,
64593,12/31/17 00:00,18821,783992,2,O'NEAL,BIRMINGHAM,AL,
10243,12/31/17 00:00,4959,169082,1,OAHE,Pierre,SD,
24830,12/31/17 00:00,20080,139375,1,OAHU,HONOLULU,HI,
24804,12/31/17 00:00,26419,3828401,1,OAK CLIFF CHRISTIAN,DALLAS,TX,
67624,12/31/17 00:00,22766,839693,2,OAK FARMS EMPLOYEES,HOUSTON,TX,
62717,12/31/17 00:00,16974,930796,2,OAK LAWN MUNICIPAL EMPLOYEES,OAK LAWN,IL,
62777,12/31/17 00:00,17034,862598,2,OAK POINT EMPLOYEES,BELLE CHASSE,LA,
67200,12/31/17 00:00,21421,886594,2,OAKDALE,OAKDALE,WI,
61522,12/31/17 00:00,15855,1012998,2,OAKLAND COUNTY,WATERFORD,MI,
67938,12/31/17 00:00,22526,1226544,2,OCALA COMMUNITY,OCALA,FL,
18759,12/31/17 00:00,9880,774280,1,OCEAN COUNTY EMPLOYEES,Toms River,NJ,
24809,12/31/17 00:00,23063,484794,1,OCEAN CREST,SIGNAL HILL,CA,
19269,12/31/17 00:00,10148,714183,1,OCEAN FINANCIAL,OCEANSIDE,NY,
17537,12/31/17 00:00,9235,508980,1,OCEAN SPRAY EMPLOYEES,LAKEVILLE,MA,
5987,12/31/17 00:00,2635,292074,1,OCNAC #1,jersey city,NJ,
67534,12/31/17 00:00,22884,662798,2,ODESSA EMPLOYEES,ODESSA,TX,
10089,12/31/17 00:00,4870,697286,1,ODJFS,COLUMBUS,OH,
9208,12/31/17 00:00,4356,314088,1,OHIO CATHOLIC,GARFIELD HTS,OH,
19881,12/31/17 00:00,10534,694883,1,OHIO COUNTY PUBLIC SCHOOLS,WHEELING,WV,
95107,12/31/17 00:00,23126,135292,3,OHIO EDUCATIONAL,Cleveland,OH,
24725,12/31/17 00:00,18272,489098,1,OHIO HEALTHCARE,DUBLIN,OH,
14689,12/31/17 00:00,7573,634487,1,OHIO OPERATING ENGINEERS,CLEVELAND,OH,
61136,12/31/17 00:00,15505,370990,2,OHIO TEAMSTERS,INDEPENDENCE,OH,
61048,12/31/17 00:00,15423,334796,2,OHIO UNIVERSITY,ATHENS,OH,
22688,12/31/17 00:00,12818,322980,1,OHIO VALLEY,BATAVIA,OH,
60913,12/31/17 00:00,15303,383093,2,OHIO VALLEY COMMUNITY,CLARINGTON,OH,
96682,12/31/17 00:00,25236,405397,3,OHIO'S FIRST CLASS,Cleveland,OH,
10158,12/31/17 00:00,4906,719786,1,OK,Bartlesville,OK,
7154,12/31/17 00:00,3258,598785,1,OK MEMBERS FIRST,TULSA,OK,
13534,12/31/17 00:00,6848,976084,1,OKALOOSA COUNTY TEACHERS,CRESTVIEW,FL,
7151,12/31/17 00:00,3255,414287,1,OKLAHOMA,OKLAHOMA CITY,OK,
62322,12/31/17 00:00,16592,218793,2,OKLAHOMA CENTRAL,Tulsa,OK,
61088,12/31/17 00:00,15461,398695,2,OKLAHOMA EDUCATORS,OKLAHOMA CITY,OK,
65032,12/31/17 00:00,19260,576792,2,OKLAHOMA'S,OKLAHOMA CITY,OK,
12608,12/31/17 00:00,6305,563381,1,OLATHE,Olathe,CO,
60568,12/31/17 00:00,14998,510497,2,"OLD DOMINION UNIVERSITY CU INC.,",NORFOLK,VA,
67982,12/31/17 00:00,23992,442495,2,OLD HICKORY,OLD HICKORY,TN,
6175,12/31/17 00:00,2746,710587,1,OLD OCEAN,Old Ocean,TX,
8840,12/31/17 00:00,4154,391584,1,OLD SOUTH,NATCHEZ,MS,
61963,12/31/17 00:00,16264,734695,2,OLD SPANISH TRAIL,WESTLAKE,LA,
12012,12/31/17 00:00,5961,70889,1,OLD WEST,JOHN DAY,OR,
21083,12/31/17 00:00,11364,152589,1,OLEAN AREA,Olean,NY,
7656,12/31/17 00:00,3539,327284,1,OLEAN TEACHERS' AND POSTAL,OLEAN,NY,
1034,12/31/17 00:00,521,628075,1,OLIVE VIEW EMPLOYEES,Sylmar,CA,
68165,12/31/17 00:00,24062,362294,2,OLIVET BAPTIST,Cordova,TN,
68331,12/31/17 00:00,22324,10492,2,OLYMPIA,Olympia,WA,
135,12/31/17 00:00,70,9375,1,OMAHA,OMAHA,NE,
6208,12/31/17 00:00,2765,1010284,1,OMAHA DOUGLAS,OMAHA,NE,
66126,12/31/17 00:00,20349,628990,2,OMAHA FIREFIGHTERS,OMAHA,NE,
12319,12/31/17 00:00,6148,318581,1,OMAHA POLICE,OMAHA,NE,
2507,12/31/17 00:00,1164,859477,1,OMAHA PUBLIC POWER DIST EMP,OMAHA,NE,
3711,12/31/17 00:00,1671,308975,1,OMEGA,Pittsburgh,PA,
24234,12/31/17 00:00,14361,175793,1,OMEGA PSI PHI FRATERNITY,LAWRENCEVILLE,GA,
64913,12/31/17 00:00,19141,25197,2,ON TAP,GOLDEN,CO,
383,12/31/17 00:00,211,726878,1,ON THE GRID FINANCIAL,ATLANTA,GA,
63923,12/31/17 00:00,18151,669395,2,ONE,SPRINGFIELD,VT,
12143,12/31/17 00:00,6039,406086,1,ONE COMMUNITY,Parkersburg,WV,
68613,12/31/17 00:00,2943,863988,2,ONE NEVADA CREDIT UNION,LAS VEGAS,NV,
64340,12/31/17 00:00,18568,527794,2,ONE THIRTEEN,COLORADO SPRING,CO,
68019,12/31/17 00:00,24296,204590,2,ONE TWENTY,JAMAICA PLAIN,MA,
9097,12/31/17 00:00,4292,402284,1,ONE VISION,CLARKSVILLE,IN,
61315,12/31/17 00:00,15667,41496,2,ONEAZ,PHOENIX,AZ,
13102,12/31/17 00:00,6597,689487,1,ONEIDA COUNTY,UTICA,NY,
3050,12/31/17 00:00,1399,1003174,1,ONOMEA,PAPAIKOU,HI,
62745,12/31/17 00:00,17002,852393,2,ONPOINT COMMUNITY,Portland,OR,
14542,12/31/17 00:00,7485,6486,1,ONTARIO MONTCLAIR SCHOOLS,ONTARIO,CA,
13044,12/31/17 00:00,6570,682684,1,ONTARIO PUBLIC EMPLOYEES,ONTARIO,CA,
14462,12/31/17 00:00,7440,363385,1,ONTARIO SHORES,NEWFANE,NY,
20951,12/31/17 00:00,11268,140287,1,OPC,Durkee,OR,
24235,12/31/17 00:00,14362,63993,1,OPERATING ENGINEERS LOCAL UNION #3,LIVERMORE,CA,
62486,12/31/17 00:00,16752,649098,2,OPP-MICOLAS,OPP,AL,
65111,12/31/17 00:00,19339,297190,2,OPTIONS,LITTLETON,CO,
67498,12/31/17 00:00,22887,1223486,2,ORANGE COUNTY TEACHERS,ORANGE,TX,
68416,12/31/17 00:00,14064,980698,2,ORANGE COUNTY'S,Santa Ana,CA,
96765,12/31/17 00:00,25542,597993,3,ORANGE SCHOOL EMPLOYEES,Pepper Pike,OH,
65856,12/31/17 00:00,20079,603483,2,OREGON COMMUNITY,EUGENE,OR,
7330,12/31/17 00:00,3356,278984,1,OREGON PIONEER,Portland,OR,
68656,12/31/17 00:00,4497,942481,2,OREGON STATE,Corvallis,OR,
68669,12/31/17 00:00,14489,542890,2,OREGONIANS,Milwaukie,OR,
13965,12/31/17 00:00,7136,509183,1,OREM CITY EMPLOYEES,Orem,UT,
61942,12/31/17 00:00,16244,848891,2,ORGANIZED LABOR,MODESTO,CA,
1213,12/31/17 00:00,606,1017975,1,ORLANDO,ORLANDO,FL,
66259,12/31/17 00:00,20482,709394,2,ORLEANS PARISH CRIMINAL SHERIFF'S,NEW ORLEANS,LA,
64782,12/31/17 00:00,19010,933694,2,ORLEX GOVERNMENT EMPLOYEES,NEWPORT,VT,
5797,12/31/17 00:00,2537,825379,1,ORNL,Oak Ridge,TN,
66779,12/31/17 00:00,21001,996297,2,OSHKOSH COMMUNITY,OSHKOSH,WI,
66418,12/31/17 00:00,20640,143194,2,OSHKOSH POSTAL EMPLOYEES,OSHKOSH,WI,
66474,12/31/17 00:00,20696,144799,2,OSHKOSH TRUCK,OSHKOSH,WI,
14436,12/31/17 00:00,7422,226480,1,OSWEGO TEACHERS EMPLOYEES,Oswego,NY,
932,12/31/17 00:00,468,147875,1,OTEEN V. A.,ASHEVILLE,NC,
8475,12/31/17 00:00,3974,232182,1,OTERO,Alamogordo,NM,
1956,12/31/17 00:00,933,282271,1,OTERO COUNTY TEACHERS,LA JUNTA,CO,
9349,12/31/17 00:00,4436,288787,1,OTIS,JAY,ME,
1868,12/31/17 00:00,894,277875,1,OTS EMPLOYEES,HONOLULU,HI,
63213,12/31/17 00:00,17455,326997,2,OTTAWA HIWAY,Ottawa,IL,
64343,12/31/17 00:00,18571,404998,2,OTTER TAIL,FERGUS FALLS,MN,
9335,12/31/17 00:00,4427,288385,1,OU,NORMAN,OK,
10181,12/31/17 00:00,4921,750985,1,OUACHITA VALLEY,WEST MONROE,LA,
12527,12/31/17 00:00,6261,374484,1,OUACHITA VALLEY HEALTH SYSTEM,CAMDEN,AR,
62028,12/31/17 00:00,16326,823795,2,OUR,ROYAL OAK,MI,
68609,12/31/17 00:00,2078,674072,2,OUR COMMUNITY,SHELTON,WA,
64938,12/31/17 00:00,19166,113795,2,OUR FAMILY SOCIAL,OMAHA,NE,
67715,12/31/17 00:00,23104,215390,2,OUR LADY OF SNOWS,Henley,MO,
17067,12/31/17 00:00,8954,228886,1,OUR MOTHER OF MERCY PARISH HOUSTON,Houston,TX,
18857,12/31/17 00:00,9923,796787,1,OUR SUNDAY VISITOR EMPLOYEES,HUNTINGTON,IN,
8922,12/31/17 00:00,4199,146784,1,OUTREACH COMMUNITY,HERMITAGE,TN,
8988,12/31/17 00:00,4231,104980,1,OWENSBORO,Owensboro,KY,
7673,12/31/17 00:00,3551,52689,1,OWOSSO W B C,OWOSSO,MI,
2645,12/31/17 00:00,1233,897077,1,OXFORD,MEXICO,ME,
20861,12/31/17 00:00,11198,194383,1,P & G MEHOOPANY EMPLOYEES,Tunkhannock,PA,
67056,12/31/17 00:00,21277,206183,2,P & S,SALT LAKE CITY,UT,
24267,12/31/17 00:00,14394,466594,1,P A T A,Pittsburgh,PA,
10704,12/31/17 00:00,5222,863586,1,P C,PORT ALLEGANY,PA,
12175,12/31/17 00:00,6059,531782,1,P S E,Somerset,NJ,
66975,12/31/17 00:00,21196,798099,2,P W C EMPLOYEES CREDIT UNION,WOODBRIDGE,VA,
21716,12/31/17 00:00,11898,24985,1,P. A. C. E. KENNER,KENNER,LA,
21879,12/31/17 00:00,12043,181187,1,P.H.I.,LAFAYETTE,LA,
67779,12/31/17 00:00,24002,454797,2,P.I.A.S.,NASHVILLE,TN,
66582,12/31/17 00:00,20804,999597,2,P.I.E.,Houston,TX,
20567,12/31/17 00:00,10996,103189,1,P.N.G. NORTHERN,Vandergrift,PA,
9354,12/31/17 00:00,4439,968780,1,P.S. LOCAL 821,Jersey City,NJ,
24226,12/31/17 00:00,14353,460293,1,P.S.E. & G. NUCLEAR EMPLOYEES,Hancocks Bridge,NJ,
21509,12/31/17 00:00,11717,366180,1,P.V.H.M.C.,POMONA,CA,
63714,12/31/17 00:00,17943,801597,2,PA HEALTHCARE CREDIT UNION,Sewickley,PA,
3810,12/31/17 00:00,1715,241670,1,PAAC TRANSIT DIVISION,Pittsburgh,PA,
11323,12/31/17 00:00,5568,565880,1,PACE,Huntington,WV,
19501,12/31/17 00:00,10299,884282,1,PACE RESOURCES,YORK,PA,
11464,12/31/17 00:00,5654,800086,1,PACIFIC,Diamond Bar,CA,
14545,12/31/17 00:00,7487,4389,1,PACIFIC CASCADE,Eugene,OR,
67147,12/31/17 00:00,21368,278591,2,PACIFIC HORIZON,Springville,UT,
68494,12/31/17 00:00,3827,514785,2,PACIFIC MARINE,OCEANSIDE,CA,
4878,12/31/17 00:00,2110,97176,1,PACIFIC N W,Portland,OR,
13649,12/31/17 00:00,6927,63984,1,PACIFIC NORTHWEST IRONWORKERS,Portland,OR,
64835,12/31/17 00:00,19063,817691,2,PACIFIC POSTAL,SAN JOSE,CA,
68413,12/31/17 00:00,18786,673299,2,PACIFIC SERVICE,Concord,CA,
13494,12/31/17 00:00,6820,789284,1,PACIFIC SPRUCE,Toledo,OR,
3378,12/31/17 00:00,1533,651475,1,PACIFIC TRANSPORTATION,GARDENA,CA,
24736,12/31/17 00:00,26394,3353985,1,PACOIMA DEVELOPMENT,Pacoima,CA,
11955,12/31/17 00:00,5931,258481,1,PADUCAH TEACHERS,PADUCAH,KY,
15532,12/31/17 00:00,8065,401689,1,PAGODA,Reading,PA,
6464,12/31/17 00:00,2887,642389,1,PAHO/WHO,WASHINGTON,DC,
12686,12/31/17 00:00,6358,153988,1,PAHRANAGAT VALLEY,Alamo,NV,
63679,12/31/17 00:00,17910,947392,2,PAINESVILLE CREDIT UNION,PAINESVILLE,OH,
6188,12/31/17 00:00,2753,711089,1,PAKCO EMPLOYEES,LATROBE,PA,
13103,12/31/17 00:00,6598,936387,1,PALACE CITY,Mitchell,SD,
2959,12/31/17 00:00,1364,867575,1,PALCO FCU,MUNCY,PA,
4480,12/31/17 00:00,1973,201973,1,PALISADES,Pearl River,NY,
1472,12/31/17 00:00,722,510778,1,PALMETTO CITIZENS,COLUMBIA,SC,
24491,12/31/17 00:00,15122,526993,1,PALMETTO FIRST,FLORENCE,SC,
61260,12/31/17 00:00,15618,408893,2,PALMETTO HEALTH,COLUMBIA,SC,
9084,12/31/17 00:00,4283,110981,1,PALMETTO TRUST,COLUMBIA,SC,
8858,12/31/17 00:00,4164,300380,1,PAMCEL COMMUNITY,PAMPA,TX,
67621,12/31/17 00:00,22724,1223516,2,PAMPA MUNICIPAL,pampa,TX,
2046,12/31/17 00:00,969,207573,1,PAMPA TEACHERS,Pampa,TX,
8920,12/31/17 00:00,4197,272982,1,PAN AMOCO,METAIRIE,LA,
12033,12/31/17 00:00,5978,87887,1,PANHANDLE,WELLINGTON,KS,
2631,12/31/17 00:00,1225,768270,1,PANNONIA,Feasterville,PA,
